Word,Definition
olive,small ovoid fruit of the European olive tree; important food and source of oil
doubtfully,in a doubtful manner
surplus,a quantity much larger than is needed
army,a permanent organization of the military land forces of a nation or state
quarter,one of four equal parts
destroy,"do away with, cause the destruction or undoing of"
magical,possessing or using or characteristic of or appropriate to supernatural powers; ; ; ; - Shakespeare
feat,a notable achievement
fascinated,cause to be interested or curious
performing,the performance of a part or role in a drama
hanging,decoration that is hung (as a tapestry) on a wall or over a window
colic,acute abdominal pain (especially in infants)
presents,the period of time that is happening now; any continuous stretch of time including the moment of speech
rash,any red eruption of the skin
desperately,with great urgency
socks,hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee
sneered,express through a scornful smile
developed,"make something new, such as a product or a mental or artistic creation"
brave,a North American Indian warrior
squat,exercising by repeatedly assuming a crouching position with the knees bent; strengthens the leg muscles
whirled,turn in a twisting or spinning motion
dream,a series of mental images and emotions occurring during sleep
highchair,a chair for feeding a very young child; has four long legs and a footrest and a detachable tray
pleaded,appeal or request earnestly
nurses,one skilled in caring for young children or the sick (usually under the supervision of a physician)
jars,a vessel (usually cylindrical) with a wide mouth and without handles
switched,"change over, change around, as to a new order or sequence"
grace,(Christian theology) a state of sanctification by God; the state of one who is under such divine influence
coffee,a beverage consisting of an infusion of ground coffee beans
sip,a small drink
horrible,provoking horror; ; ; ; - Winston Churchill
diaper,garment consisting of a folded cloth drawn up between the legs and fastened at the waist; worn by infants to catch excrement
salt,a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal)
song,a short musical composition with words
cherry,wood of any of various cherry trees especially the black cherry
imitating,reproduce someone's behavior or looks
polkaed,dance a polka
pretzel,glazed and salted cracker typically in the shape of a loose knot
salty,engagingly stimulating or provocative
favorite,something regarded with special favor or liking
weapon,any instrument or instrumentality used in fighting or hunting
wrinkle,a slight depression in the smoothness of a surface
ironing,garments (clothes or linens) that are to be (or have been) ironed
spending,the act of spending or disbursing money
tablecloths,a covering spread over a dining table
announced,make known; make an announcement
moved,"change location; move, travel, or proceed, also metaphorically"
lines,a formation of people or things one beside another
turkey,large gallinaceous bird with fan-shaped tail; widely domesticated for food
differently,in another and different manner
social,a party of people assembled to promote sociability and communal activity
deeper,relatively deep or strong; affecting one deeply
weird,fate personified; any one of the three Weird Sisters
squealed,"utter a high-pitched cry, characteristic of pigs"
stepped,shift or move by taking a step
bake,cook and make edible by putting in a hot oven
cookies,any of various small flat sweet cakes (`biscuit' is the British term)
