Word,Synonyms
face,"face, human face, expression, look, aspect, facial expression, side, grimace, font, fount, typeface, case, boldness, nerve, brass, cheek, confront, face up, front, present"
kinds,"kind, sort, form, variety"
buying,"buying, purchasing, buy, purchase, bribe, corrupt, grease one's palms"
overboard,overboard
bites,"bite, morsel, bit, sting, insect bite, collation, snack, pungency, sharpness, raciness, chomp, seize with teeth, burn, prick"
start,"start, beginning, commencement, first, outset, get-go, kickoff, starting time, showtime, offset, starting, startle, jump, starting line, scratch, scratch line, starting signal, head start, get down, begin, get, start out, set about, set out, commence, lead off, depart, part, set forth, set off, take off, originate, initiate, start up, embark on, go, get going, take up, protrude, pop, pop out, bulge, bulge out, bug out, come out"
planning,"planning, preparation, provision, plan, be after, project, contrive, design"
fine,"fine, mulct, amercement, ticket, all right, o.k., ok, okay, hunky-dory, very well, alright, OK, finely, delicately, exquisitely"
dice,"die, dice, cube"
trying,"try, seek, attempt, essay, assay, test, prove, try out, examine, judge, adjudicate, sample, taste, hear, strain, stress, render, try on, trying, nerve-racking, nerve-wracking, stressful"
conditioned,"condition, discipline, train, check, stipulate, qualify, specify, conditioned, learned, in condition"
air,"air, aura, atmosphere, breeze, zephyr, gentle wind, tune, melody, strain, melodic line, line, melodic phrase, airwave, air travel, aviation, air out, aerate, send, broadcast, beam, transmit, publicize, publicise, bare, vent, ventilate"
silly,"silly, cockamamie, cockamamy, goofy, sappy, wacky, whacky, zany, airheaded, dizzy, empty-headed, featherbrained, giddy, light-headed, lightheaded, pathetic, ridiculous, punch-drunk, slaphappy"
outside,"outside, exterior, external, extraneous, outdoor, out-of-door, international, remote, away, outdoors, out of doors, alfresco"
warm,"warm, warm up, affectionate, fond, lovesome, tender, strong, quick, ardent, warmly"
okay,"O.K., OK, okay, okey, okeh, approve, sanction, all right, fine, o.k., ok, hunky-dory, alright"
restaurant,"restaurant, eating house, eating place, eatery"
flour,flour
sugar,"sugar, refined sugar, carbohydrate, saccharide, boodle, bread, cabbage, clams, dinero, dough, gelt, kale, lettuce, lolly, lucre, loot, moolah, pelf, scratch, shekels, simoleons, wampum, saccharify"
eggs,"egg, eggs, testis, testicle, orchis, ball, ballock, bollock, nut"
market,"market, marketplace, market place, grocery store, grocery, food market, securities industry, mart, commercialize, commercialise"
joy,"joy, joyousness, joyfulness, delight, pleasure, rejoice, gladden"
butter,butter
clapped,"clap, applaud, spat, acclaim"
buy,"bargain, buy, steal, purchase, bribe, corrupt, grease one's palms"
real,"real number, real, existent, tangible, actual, genuine, literal, substantial, material, veridical, very, really, rattling"
apartment,"apartment, flat"
socks,"sock, windsock, wind sock, air sock, air-sleeve, wind sleeve, wind cone, drogue, bop, whop, whap, bonk, bash"
dry,"dry, prohibitionist, dry out, ironic, ironical, wry, juiceless, teetotal"
bag,"bag, base, handbag, pocketbook, purse, bagful, traveling bag, travelling bag, grip, suitcase, old bag, udder, cup of tea, dish, bulge, pocket"
way,"manner, mode, style, way, fashion, means, agency, direction, path, way of life, room, elbow room, right smart"
later,"later, ulterior, posterior, late, belated, tardy, recent, former, previous, subsequently, afterwards, afterward, after, later on, by and by"
serbian,"Serbian, Serb"
snipers,sniper
targeting,"target, aim, place, direct, point"
ate,"Ate, eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
showed,"show, demo, exhibit, present, demonstrate, prove, establish, shew, testify, bear witness, evidence, picture, depict, render, express, evince, indicate, point, designate, show up, read, register, record, usher"
marks,"Marks, Simon Marks, First Baron Marks of Broughton, mark, grade, score, marker, marking, target, print, stigma, brand, stain, German mark, Deutsche Mark, Deutschmark, Mark, Saint Mark, St. Mark, chump, fool, gull, patsy, fall guy, sucker, soft touch, mug, sign, Gospel According to Mark, scratch, scrape, scar, crisscross, cross, bell ringer, bull's eye, home run, tag, label, distinguish, differentiate, commemorate, stigmatize, stigmatise, denounce, notice, note, pock, pit, nock, set, cross off, cross out, strike out, strike off, check, check off, mark off, tick off, tick, punctuate"
saved,"salvage, salve, relieve, save, preserve, carry through, pull through, bring through, lay aside, save up, make unnecessary, deliver, redeem, spare, economize, economise, keep open, hold open, keep, write, saved, protected"
play,"play, drama, dramatic play, maneuver, manoeuvre, bid, child's play, playing period, period of play, free rein, shimmer, fun, sport, looseness, frolic, romp, gambol, caper, turn, gambling, gaming, swordplay, act, represent, spiel, act as, recreate, toy, run, fiddle, diddle, dally, trifle, flirt, roleplay, playact, bring, work, wreak, make for, bet, wager, meet, encounter, take on"
hills,"hill, mound, Hill, J. J. Hill, James Jerome Hill, Benny Hill, Alfred Hawthorne, pitcher's mound"
toy,"plaything, toy, miniature, toy dog, dally, play, flirt, fiddle, diddle"
hairdresser,"hairdresser, hairstylist, stylist, styler"
aunt,"aunt, auntie, aunty"
inches,"inch, in, column inch, edge"
sniper,sniper
staying,"stay, remain, rest, stick, stick around, stay put, bide, abide, stay on, continue, detain, delay, persist, last out, ride out, outride, quell, appease"
thing,"thing, matter, affair"
dye,"dye, dyestuff"
forth,"Forth, Forth River, away, off, forth, forward, onward"
dog,"dog, domestic dog, Canis familiaris, frump, cad, bounder, blackguard, hound, heel, frank, frankfurter, hotdog, hot dog, wiener, wienerwurst, weenie, pawl, detent, click, andiron, firedog, dog-iron, chase, chase after, trail, tail, tag, give chase, go after, track"
thank,"thank, give thanks"
heard,"hear, learn, get word, get wind, pick up, find out, get a line, discover, see, try, listen, take heed, heard"
tonight,"tonight, this evening, this night"
carefully,"carefully, cautiously"
rebellion,"rebellion, insurrection, revolt, rising, uprising"
teenage,"adolescent, teen, teenage, teenaged"
sort,"kind, sort, form, variety, sorting, screen, screen out, sieve, classify, class, assort, sort out, separate"
closed,"close, shut, close up, fold, shut down, close down, conclude, come together, fill up, closed, unopen, unsympathetic, closed in"
whispered,"whisper, whispered"
green,"green, greenness, viridity, park, commons, common, Green, William Green, Green River, putting green, putting surface, greens, leafy vegetable, K, jet, super acid, special K, honey oil, cat valium, super C, greenish, light-green, dark-green, unripe, unripened, immature, fleeceable, gullible"
assumed,"assume, presume, take for granted, adopt, take on, take over, acquire, take, bear, accept, strike, take up, usurp, seize, arrogate, simulate, sham, feign, wear, put on, get into, don, assumed, false, fictitious, fictive, pretended"
eighteen,"eighteen, 18, XVIII, xviii"
eye,"eye, oculus, optic, center, centre, middle, heart, eyeball"
picked,"pick, pluck, cull, blame, find fault, clean, foot, plunk, break up, peck, beak, nibble, piece"
purse,"bag, handbag, pocketbook, purse, wrinkle"
trucks,"truck, motortruck, hand truck"
brother,"brother, blood brother, buddy, chum, crony, pal, sidekick, comrade, Brother"
marched,"march, process, demonstrate, parade, exhibit, border, adjoin, edge, abut, butt, butt against, butt on"
gut,"intestine, bowel, gut, catgut"
aber,
officer,"military officer, officer, officeholder, policeman, police officer, ship's officer"
visited,"visit, see, travel to, call in, call, inspect, inflict, bring down, impose, chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver"
shorter,"short, little, inadequate, poor, unretentive, forgetful, light, scant, shortsighted, unforesightful, myopic, brusque, brusk, curt"
wait,"delay, hold, time lag, postponement, wait, waiting, hold off, hold back, expect, look, await, waitress"
fair,"carnival, fair, funfair, bazaar, just, fairish, reasonable, bonny, bonnie, comely, sightly, average, mediocre, middling, clean, honest, fairly, evenhandedly"
desk,desk
stepped,"step, tread, mistreat, maltreat, abuse, ill-use, ill-treat, pace"
boots,"boot, bang, charge, rush, flush, thrill, kick, the boot, iron boot, iron heel, kicking, reboot, bring up"
cousin,"cousin, first cousin, cousin-german, full cousin"
live,"populate, dwell, live, inhabit, survive, last, live on, go, endure, hold up, hold out, exist, subsist, be, know, experience, unrecorded, alive, bouncy, lively, resilient, springy, hot"
words,"words, lyric, language, quarrel, wrangle, row, run-in, dustup, actor's line, speech, word, news, intelligence, tidings, discussion, give-and-take, parole, word of honor, Son, Word, Logos, password, watchword, countersign, Bible, Christian Bible, Book, Good Book, Holy Scripture, Holy Writ, Scripture, Word of God, give voice, formulate, phrase, articulate"
police,"police, police force, constabulary, law, patrol"
clear,"clear, open, unclutter, clear up, light up, brighten, authorize, authorise, pass, top, shed light on, crystallize, crystallise, crystalize, crystalise, straighten out, sort out, enlighten, illuminate, elucidate, net, sack, sack up, gain, take in, make, earn, realize, realise, pull in, bring in, acquit, assoil, discharge, exonerate, exculpate, solve, clean, light, unclouded, unmortgaged, clean-cut, clear-cut, well-defined, decipherable, readable, absolved, cleared, exculpated, exonerated, vindicated, percipient, all the way, clearly"
question,"question, inquiry, enquiry, query, interrogation, head, interrogative, interrogative sentence, doubt, dubiousness, doubtfulness, motion, oppugn, call into question, interrogate, interview, wonder"
walked,"walk, take the air"
handed,"pass, hand, reach, pass on, turn over, give, handed"
man,"man, adult male, serviceman, military man, military personnel, homo, human being, human, valet, valet de chambre, gentleman, gentleman's gentleman, Man, Isle of Man, piece, world, human race, humanity, humankind, human beings, humans, mankind"
clipboard,clipboard
voice,"voice, vocalization, vocalisation, vocalism, phonation, vox, articulation, spokesperson, interpreter, representative, part, sound, vocalize, vocalise"
woman,"woman, adult female, charwoman, char, cleaning woman, cleaning lady, womanhood, fair sex"
complimented,"compliment, congratulate"
instructions,"instruction manual, instructions, book of instructions, operating instructions, direction, instruction, education, teaching, pedagogy, didactics, educational activity, command, statement, program line"
series,"series, serial, serial publication"
rattled,"rattle, flustered, hot and bothered, perturbed, rattled"
papers,"document, written document, papers, paper, composition, report, theme, newspaper, newspaper publisher, wallpaper"
stamp,"cast, mold, mould, stamp, impression, postage, postage stamp, tender, legal tender, revenue stamp, pestle, seal, stomp, stump, pigeonhole, stereotype, emboss, boss"
visible,"visible, seeable"
hand,"hand, manus, mitt, paw, hired hand, hired man, handwriting, script, deal, bridge player, helping hand, pass, reach, pass on, turn over, give"
shoulder,"shoulder, shoulder joint, articulatio humeri, berm"
temperature,temperature
dropped,"drop, sink, drop down, knock off, drop off, set down, put down, unload, discharge, fell, strike down, cut down, spend, expend, flatten, dangle, swing, dismiss, send packing, send away, dribble, drip, shed, cast, cast off, shake off, throw, throw off, throw away, neglect, pretermit, omit, miss, leave out, overlook, overleap, devolve, deteriorate, degenerate"
degrees,"degree, grade, level, stage, point, academic degree, arcdegree"
soon,"soon, shortly, presently, before long"
love,"love, passion, beloved, dear, dearest, honey, sexual love, erotic love, lovemaking, making love, love life, enjoy, sleep together, roll in the hay, make out, make love, sleep with, get laid, have sex, know, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk"
